UF;MUNICIPIO;TOTAL;AUTOMOVEL;BONDE;CAMINHAO;CAMINHAO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAF;CICLOMOTOR;MICRO-ONIBUS;MOTOCICLETA;MOTONETA;ONIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEI;TRATOR RODAS;TRICICLO;UTILITARIO
BA;BARRA;8957;1987;0;129;10;1079;290;0;17;52;4283;885;56;0;77;15;0;0;1;0;2;74
BA;BARRA DA ESTIVA;10160;3585;0;428;49;1835;157;0;0;129;3093;559;101;0;75;66;0;1;0;2;1;79
BA;BARRA DO CHOCA;7533;3165;0;219;29;811;145;0;9;292;2260;382;73;0;92;21;0;0;0;0;1;34
BA;BARRA DO MENDES;2764;1187;0;90;6;475;84;0;0;36;712;67;43;0;22;9;0;1;0;1;0;31
BA;BARRA DO ROCHA;961;409;0;19;5;87;34;1;1;10;340;25;11;0;10;3;0;0;0;0;1;5
BA;BARREIRAS;102172;37338;0;3156;1169;11518;2583;0;559;312;28675;9317;579;0;3241;2041;28;19;0;6;29;1602
BA;BARRO ALTO;2758;1173;0;67;23;333;38;0;1;18;958;74;28;0;9;22;0;0;0;0;1;13
BA;BARRO PRETO;853;394;0;21;0;86;25;0;0;4;263;25;17;0;15;0;0;0;0;0;0;3
BA;BARROCAS;5817;2252;0;146;6;323;74;0;3;19;2355;536;37;0;47;4;0;0;0;0;0;15
BA;BELMONTE;3380;1122;0;77;3;356;88;0;6;19;1297;276;23;0;81;7;0;1;0;0;2;22
BA;BELO CAMPO;3842;1882;0;173;22;456;63;0;4;46;939;117;61;0;37;20;0;1;0;0;2;19
BA;BIRITINGA;3147;1268;0;46;2;224;42;0;2;21;1375;78;49;0;29;0;0;0;0;0;0;11
BA;BOA NOVA;1896;893;0;49;16;231;55;0;1;71;464;49;27;0;17;14;0;0;0;0;0;9
BA;BOA VISTA DO TUPIM;3258;1112;0;81;4;345;75;0;1;27;1403;143;22;0;33;5;0;0;0;0;0;7
BA;BOM JESUS DA LAPA;27422;6819;0;592;98;2587;305;0;49;109;14074;1745;194;0;387;157;11;3;0;0;20;272
BA;BOM JESUS DA SERRA;1463;636;0;54;2;176;40;0;0;80;414;22;28;0;7;2;0;0;0;0;0;2
BA;BONINAL;4035;1696;0;116;19;652;73;0;1;40;1220;106;45;0;23;23;0;0;0;0;1;20
BA;BONITO;2654;1341;0;145;4;468;45;0;0;25;513;43;30;0;20;7;0;0;0;0;1;12
BA;BOQUIRA;5796;1725;0;144;4;639;59;0;2;20;2829;258;83;0;15;9;0;0;0;0;1;8
BA;BOTUPORA;2835;1160;0;78;4;341;36;0;0;15;949;164;53;0;12;5;0;0;0;0;1;17
BA;BREJOES;3060;1363;0;120;26;363;67;0;1;14;905;85;45;0;29;33;0;0;0;0;1;8
BA;BREJOLANDIA;2391;579;0;50;0;229;20;0;0;11;1389;63;23;0;20;2;0;1;0;0;0;4
BA;BROTAS DE MACAUBAS;2539;1156;0;50;4;418;65;0;0;66;688;36;27;0;18;5;0;0;0;0;0;6
BA;BRUMADO;47030;14673;0;2075;1093;4372;568;0;34;294;18478;2467;412;0;443;1792;3;7;0;11;10;298
BA;BUERAREMA;4198;1536;0;178;9;469;77;0;4;13;1555;159;71;0;88;6;0;0;0;0;6;27
BA;BURITIRAMA;2033;673;0;61;1;361;47;0;1;32;725;81;27;0;15;0;0;0;0;0;1;8
BA;CAATIBA;1210;454;0;19;2;114;35;0;1;9;540;14;5;0;11;2;0;0;0;0;1;3
BA;CABACEIRAS DO PARAGUACU;3207;1069;0;113;10;248;43;0;1;36;1420;120;78;0;35;16;0;0;0;0;1;17
BA;CACHOEIRA;6793;3010;0;164;11;498;263;0;6;138;2174;218;110;0;132;5;4;2;0;0;2;56
BA;CACULE;9450;3495;0;533;66;1387;132;0;1;55;2998;471;58;0;95;75;0;0;0;1;2;81
BA;CAEM;2195;825;0;40;1;210;33;0;0;32;974;28;24;0;21;0;0;0;0;0;1;6
BA;CAETANOS;1778;584;0;109;7;226;22;0;0;14;758;25;23;0;3;3;0;0;0;0;1;3
BA;CAETITE;21757;9286;0;930;93;3238;452;0;6;251;5445;1205;299;0;216;152;0;1;0;1;2;180
BA;CAFARNAUM;4166;1565;0;109;5;511;74;0;1;10;1650;103;60;0;22;20;0;0;0;0;0;36
BA;CAIRU;1204;347;0;19;1;222;66;0;4;19;395;31;23;0;27;0;0;0;0;0;5;45
BA;CALDEIRAO GRANDE;2802;1102;0;41;2;169;38;0;1;18;1309;73;24;0;20;5;0;0;0;0;0;0
BA;CAMACAN;7395;2686;0;244;30;835;125;1;3;32;2751;421;68;0;121;34;1;0;0;0;1;42
BA;CAMACARI;116622;53958;0;2792;1309;7883;4005;3;2338;669;29520;6378;1162;0;2759;2311;39;22;0;10;55;1409
BA;CAMAMU;7592;2630;0;210;22;799;232;1;7;73;3014;402;56;0;75;12;0;2;0;0;0;57
BA;CAMPO ALEGRE DE LOURDES;2377;319;0;66;32;255;36;0;0;13;1428;127;19;0;3;59;0;1;0;0;0;19
BA;CAMPO FORMOSO;21822;7767;0;419;97;2821;624;0;13;78;8646;807;167;0;125;126;3;1;0;0;3;125
BA;CANAPOLIS;2368;448;0;33;3;286;20;0;1;38;1412;68;16;0;37;2;0;0;0;0;0;4
BA;CANARANA;6904;2858;0;244;54;733;79;0;0;48;2514;115;53;0;45;112;0;1;0;0;2;46
BA;CANAVIEIRAS;7175;2149;0;128;2;773;192;0;22;28;3227;411;26;0;126;1;0;3;0;1;12;74
BA;CANDEAL;1245;364;0;35;0;86;16;0;1;32;600;44;26;0;36;0;0;0;0;0;2;3
BA;CANDEIAS;32278;13299;0;987;1182;1808;882;2;65;397;6746;3018;479;0;498;2670;1;4;0;19;4;217
BA;CANDIBA;3784;1766;0;82;7;560;31;0;0;1;1091;158;28;0;24;15;0;0;0;0;1;20
BA;CANDIDO SALES;6982;3165;0;365;39;936;126;0;8;86;1734;247;70;0;122;48;0;0;0;0;2;34
BA;CANSANCAO;9466;3790;0;264;18;936;118;0;4;82;3380;537;120;0;146;20;0;0;0;0;1;50
BA;CANUDOS;3679;1252;0;78;6;389;52;0;7;24;1634;121;61;0;43;1;0;0;0;0;0;11
BA;CAPELA DO ALTO ALEGRE;3236;1091;0;98;19;234;48;0;2;32;1488;81;35;0;72;24;0;0;0;0;1;11
BA;CAPIM GROSSO;19270;5900;0;797;192;1615;371;0;17;129;8082;1078;177;0;502;286;0;1;0;0;4;119
BA;CARAIBAS;1676;782;0;86;10;203;18;0;1;49;419;44;25;0;20;11;0;0;0;0;1;7
BA;CARAVELAS;3805;1471;0;54;13;317;79;0;10;26;1167;383;44;0;106;104;0;0;0;0;1;30
BA;CARDEAL DA SILVA;1635;714;0;50;1;141;18;0;1;15;563;56;41;0;25;0;0;0;0;0;0;10
BA;CARINHANHA;6675;2110;0;161;30;778;101;0;1;66;3104;98;57;0;67;53;0;0;0;0;3;46
BA;CASA NOVA;17766;5008;0;554;22;2341;213;0;8;248;8388;385;293;0;159;49;0;4;0;0;13;81
BA;CASTRO ALVES;6717;2159;0;181;59;531;142;0;9;34;2786;490;88;0;117;81;0;0;0;0;6;34
BA;CATOLANDIA;603;214;0;17;2;71;8;0;0;3;235;27;12;0;12;0;0;1;0;0;0;1
BA;CATU;19671;8301;0;479;228;1665;582;2;63;138;4947;1935;161;0;603;408;1;0;0;19;16;123
BA;CATURAMA;2328;885;0;56;7;228;19;0;0;17;993;76;25;0;6;9;0;0;0;0;2;5
BA;CENTRAL;4079;1863;0;120;15;372;64;0;0;42;1432;91;26;0;14;22;0;0;0;0;2;16
BA;CHORROCHO;1560;545;0;56;1;180;22;0;0;8;683;22;19;0;14;2;0;0;0;0;0;8
BA;CICERO DANTAS;12192;3176;0;182;19;937;128;0;9;40;6016;1327;81;0;195;12;0;0;0;0;15;55
BA;CIPO;7442;1808;0;73;2;271;73;0;8;19;3908;975;37;0;230;3;0;0;0;0;8;27
BA;COARACI;4740;1988;0;131;2;534;147;0;4;12;1534;230;39;0;86;1;0;1;0;0;1;30
BA;COCOS;6067;1816;0;134;11;888;135;0;7;7;2743;183;52;0;49;21;0;1;0;0;2;18
BA;CONCEICAO DA FEIRA;6275;2080;0;272;32;406;119;0;18;153;2651;344;31;0;70;57;0;1;0;0;3;38
BA;CONCEICAO DO ALMEIDA;4273;1550;0;167;6;367;62;0;1;47;1679;255;61;0;49;5;0;0;0;0;0;24
BA;CONCEICAO DO COITE;29846;11733;0;736;107;2418;605;0;26;211;9932;2959;218;0;524;123;1;5;0;0;11;237
BA;CONCEICAO DO JACUIPE;15322;4561;0;483;197;1077;381;0;127;174;5412;1982;42;0;309;461;0;0;0;0;21;95
BA;CONDE;4523;1290;0;66;1;323;95;0;14;30;2178;385;33;0;84;4;0;0;0;0;1;19
BA;CONDEUBA;4281;1806;0;129;22;540;68;0;2;59;1263;247;72;0;36;24;0;0;0;0;0;13
BA;CONTENDAS DO SINCORA;1075;366;0;38;1;114;14;0;0;13;463;39;14;0;11;0;0;0;0;0;0;2
BA;CORACAO DE MARIA;7606;2279;0;175;35;592;132;0;14;74;3250;798;91;0;99;21;0;0;0;0;2;44
BA;CORDEIROS;1968;851;0;43;9;252;43;0;0;20;599;74;26;0;21;12;0;1;0;0;0;17
BA;CORIBE;3859;1208;0;77;3;598;55;0;1;31;1691;94;34;0;41;5;0;1;0;0;1;19
BA;CORONEL JOAO SA;2844;297;0;21;4;97;15;0;0;2;2249;106;29;0;7;13;0;0;0;0;0;4
BA;CORRENTINA;12030;2826;0;305;89;1391;221;0;13;63;5755;805;126;0;198;189;0;2;0;0;6;41
BA;COTEGIPE;2665;700;0;82;1;367;36;0;1;18;1059;314;34;0;44;1;0;0;0;0;0;8
BA;CRAVOLANDIA;822;329;0;27;0;80;14;0;0;7;336;11;12;0;6;0;0;0;0;0;0;0
BA;CRISOPOLIS;4896;1356;0;84;11;281;57;0;0;41;2664;274;58;0;47;15;0;0;0;0;2;6
BA;CRISTOPOLIS;3426;1186;0;95;29;596;42;0;3;17;1093;201;39;0;74;40;0;1;0;0;0;10
BA;CRUZ DAS ALMAS;36396;12496;0;1245;168;2405;729;0;97;417;15085;2445;137;0;652;248;0;5;0;0;13;254
BA;CURACA;4985;1349;0;126;2;682;78;0;32;65;2388;91;70;0;60;5;1;1;0;0;0;35
BA;DARIO MEIRA;1607;690;0;26;3;170;51;0;0;31;596;7;12;0;10;2;0;0;0;0;0;9
BA;DIAS D'AVILA;26581;12396;0;837;593;1682;811;0;685;158;5681;1423;382;0;720;1027;3;4;0;4;11;164
BA;DOM BASILIO;5605;1409;0;446;48;613;40;0;0;34;2807;74;51;0;15;50;0;0;0;0;2;16
BA;DOM MACEDO COSTA;1255;448;0;21;1;83;46;0;4;32;541;44;11;0;15;0;0;0;0;0;0;9
BA;ELISIO MEDRADO;2227;868;0;51;1;181;33;0;10;37;925;66;22;0;28;0;0;0;0;0;0;5
BA;ENCRUZILHADA;4021;1617;0;187;16;588;84;0;1;52;1273;89;24;0;50;17;1;0;0;0;1;21
BA;ENTRE RIOS;11458;4112;0;297;51;1009;179;0;20;128;4072;1004;164;0;279;51;0;1;0;0;8;83
BA;ERICO CARDOSO;2740;885;0;46;4;366;51;0;1;32;1244;52;34;0;6;4;0;0;0;0;0;15
BA;ESPLANADA;8627;2995;0;177;31;673;135;0;19;50;3154;956;143;0;214;29;0;1;0;0;5;45
BA;EUCLIDES DA CUNHA;19062;6499;0;391;47;1554;358;0;66;120;8081;1171;319;0;226;53;2;0;0;1;21;153
BA;EUNAPOLIS;60638;19976;0;1906;253;5391;1395;1;444;130;20342;7287;616;0;1995;348;14;4;0;2;42;492
BA;FATIMA;3235;766;0;33;3;200;36;0;2;12;1846;275;27;0;18;5;0;0;0;0;2;10
BA;FEIRA DA MATA;1295;441;0;17;4;146;23;0;2;8;597;18;13;0;13;9;0;0;0;0;0;4
BA;FEIRA DE SANTANA;352624;148742;0;10536;2951;27657;9932;10;5495;1578;97658;30644;1483;0;7656;3807;147;33;0;25;248;4022
BA;FILADELFIA;4926;1665;0;189;16;415;51;0;4;19;2330;104;34;0;67;19;0;0;0;0;0;13
BA;FIRMINO ALVES;925;469;0;24;2;90;20;0;0;2;277;12;4;0;18;5;0;0;0;0;0;2
BA;FLORESTA AZUL;1782;762;0;60;1;158;59;0;3;10;601;85;5;0;33;0;0;0;0;1;0;4
BA;FORMOSA DO RIO PRETO;6691;1610;0;245;129;897;116;0;64;23;2153;843;42;0;190;306;1;2;0;1;4;65
BA;GANDU;12678;4871;0;359;21;1181;539;0;5;271;4424;683;49;0;132;27;0;15;0;0;15;86
BA;GAVIAO;1224;438;0;43;1;135;18;0;0;21;502;16;11;0;33;3;0;0;0;0;0;3
BA;GENTIO DO OURO;2161;638;0;36;1;504;78;0;0;22;841;14;13;0;7;3;0;1;0;0;1;2
BA;GLORIA;4425;1373;0;83;7;441;35;0;11;30;2148;181;55;0;38;11;0;0;0;0;0;12
BA;GONGOGI;864;405;0;24;0;66;46;0;0;13;270;26;5;0;6;0;0;0;0;0;0;3
BA;GOVERNADOR MANGABEIRA;8448;3230;0;405;35;547;111;0;8;67;3235;508;64;0;128;49;9;0;0;0;8;44
BA;GUAJERU;1499;691;0;33;1;155;18;0;0;29;490;50;18;0;7;1;0;0;0;0;0;6
BA;GUANAMBI;58837;20069;0;1583;214;6591;732;0;73;133;23629;3982;294;0;592;334;0;1;0;0;20;590
BA;GUARATINGA;4584;1328;0;97;3;453;112;0;1;16;2224;220;49;0;47;2;0;0;0;0;3;29
BA;HELIOPOLIS;2271;669;0;28;1;149;21;0;1;12;1112;215;28;0;19;2;0;0;0;0;4;10
BA;IACU;6557;2357;0;188;15;597;95;0;4;48;2661;435;51;0;61;17;0;1;0;0;1;26
BA;IBIASSUCE;3212;1289;0;117;21;478;49;0;1;29;968;163;29;0;21;28;0;0;0;0;1;18
BA;IBICARAI;5941;2543;0;160;21;539;247;0;12;33;1825;314;45;1;130;13;0;0;0;0;4;54
BA;IBICOARA;6752;2290;0;336;47;1096;109;0;1;161;2226;171;145;0;74;55;0;2;0;1;3;35
BA;IBICUI;3289;1159;0;77;3;376;79;0;3;33;1368;107;20;0;39;5;0;0;0;0;3;17
BA;IBIPEBA;3196;1375;0;79;2;461;53;0;0;35;1039;81;25;0;11;7;0;0;0;0;1;27
BA;IBIPITANGA;5454;1519;0;145;30;592;55;0;2;45;2533;351;66;0;23;71;0;0;0;0;1;21
BA;IBIQUERA;639;273;0;11;2;54;12;0;0;7;261;9;6;0;4;0;0;0;0;0;0;0
BA;IBIRAPITANGA;3426;1446;0;99;6;378;152;0;1;94;1046;118;30;0;40;3;0;0;0;0;1;12
BA;IBIRAPUA;2622;839;0;157;31;268;34;0;1;10;942;129;32;0;95;62;0;0;0;0;0;22
BA;IBIRATAIA;5220;1696;0;110;16;416;210;0;5;70;2257;319;19;0;57;20;1;0;0;0;1;23
BA;IBITIARA;5017;1872;0;148;31;629;66;0;0;75;1904;109;68;0;29;63;0;1;0;0;0;22
BA;IBITITA;3662;1869;0;71;1;362;71;1;1;20;1146;45;30;0;21;2;0;0;0;0;1;21
BA;IBOTIRAMA;12769;4124;0;382;104;1214;157;0;72;107;4828;1152;56;0;310;172;0;0;0;0;17;74
BA;ICHU;2156;734;0;47;0;139;24;0;0;29;1021;81;19;0;52;1;0;0;0;0;1;8
BA;IGAPORA;3630;1584;0;121;19;643;51;0;0;49;938;88;51;0;30;38;0;0;0;0;4;14
BA;IGRAPIUNA;2125;658;0;54;0;205;52;0;2;75;1008;30;28;0;4;0;0;2;0;0;0;7
BA;IGUAI;4319;1586;0;81;1;477;121;0;4;56;1764;93;68;0;46;1;0;0;0;0;0;21
BA;ILHEUS;54726;25801;0;1013;117;4850;2176;0;275;248;15322;2343;356;0;1213;167;0;7;0;9;93;736
BA;INHAMBUPE;11339;3382;0;285;30;778;222;0;15;120;5048;1004;158;0;173;44;0;0;0;0;12;68
BA;IPECAETA;2177;808;0;33;2;128;35;1;1;13;983;59;62;0;22;12;0;1;0;0;0;17
BA;IPIAU;17981;6200;0;479;32;1583;499;0;40;102;7016;1451;107;0;246;42;3;0;0;1;15;165
BA;IPIRA;21035;5687;0;533;163;1964;307;0;15;95;10723;681;195;0;280;300;0;0;0;0;11;81
BA;IPUPIARA;3151;901;0;103;8;613;93;0;1;35;1260;46;18;0;28;8;0;0;1;0;5;31
BA;IRAJUBA;1411;544;0;57;4;179;26;0;0;11;491;59;23;0;9;5;0;0;0;0;0;3
BA;IRAMAIA;1620;569;0;49;11;198;26;0;1;22;618;55;26;0;7;34;0;0;0;0;1;3
BA;IRAQUARA;6173;2746;0;182;86;766;109;0;0;54;1862;72;76;0;57;136;0;0;0;0;3;24
BA;IRARA;9142;3378;0;208;22;580;153;0;19;39;3905;574;102;0;97;29;0;0;0;0;7;29
BA;IRECE;44233;15780;0;1357;200;4391;829;0;227;190;16859;2566;320;0;621;274;15;4;0;0;56;544
BA;ITABELA;11070;3222;0;428;38;1213;221;0;10;30;4479;868;167;0;273;36;0;0;0;0;6;79
BA;ITABERABA;30334;8937;0;776;135;2624;577;0;168;145;12412;3743;125;0;339;173;3;4;0;0;11;162
BA;ITABUNA;92326;39504;0;2261;287;7634;2761;6;975;129;26725;7230;916;0;2096;807;3;7;0;3;68;914
BA;ITACARE;4544;1554;0;85;7;484;193;0;8;52;1738;220;19;0;75;7;0;3;0;0;11;88
BA;ITAETE;3156;1034;0;85;4;401;42;0;0;34;1396;101;31;0;16;4;0;0;0;0;2;6
BA;ITAGI;2441;762;0;49;0;273;38;0;1;9;1175;93;16;0;15;0;0;0;0;0;0;10
BA;ITAGIBA;2879;1109;0;65;12;308;93;0;3;82;994;121;33;0;30;11;0;0;0;0;1;17
BA;ITAGIMIRIM;1739;689;0;66;16;206;36;0;5;4;530;65;13;0;77;21;0;0;0;0;1;10
BA;ITAGUACU DA BAHIA;2017;891;0;44;3;215;14;0;2;19;774;23;9;0;16;3;0;0;0;0;0;4
BA;ITAJU DO COLONIA;1051;338;0;20;1;107;27;0;0;5;511;16;11;0;13;1;0;0;0;0;0;1
BA;ITAJUIPE;4912;2178;0;84;4;370;282;0;14;43;1581;195;42;0;88;2;1;0;0;0;6;22
BA;ITAMARAJU;28087;8795;0;652;74;2940;485;0;108;77;11330;2611;235;0;504;94;1;1;0;2;14;164
BA;ITAMARI;1906;523;0;46;0;136;61;0;0;17;1013;96;2;0;11;0;0;0;0;0;0;1
BA;ITAMBE;3924;1721;0;70;3;377;130;0;12;81;1272;135;23;0;73;7;0;0;1;0;4;15
BA;ITANAGRA;863;319;0;36;1;70;16;0;0;3;351;27;12;0;24;0;0;0;0;0;1;3
BA;ITANHEM;6023;2018;0;99;17;836;88;0;2;14;2602;175;39;0;84;18;0;1;0;0;1;29
BA;ITAPARICA;3885;1910;0;59;5;173;205;0;32;40;1173;166;32;0;51;10;0;0;0;0;2;27
BA;ITAPE;1975;713;0;46;7;166;44;0;5;2;877;54;6;0;40;3;0;0;0;0;3;9
BA;ITAPEBI;1752;776;0;73;3;194;37;0;2;3;527;74;8;0;44;3;0;0;0;0;1;7
BA;ITAPETINGA;24395;9187;0;576;35;2159;602;0;44;81;9370;1585;167;0;366;43;19;2;0;0;5;154
BA;ITAPICURU;3412;818;0;78;21;250;64;0;2;24;1770;198;117;0;21;28;0;0;0;0;1;20
BA;ITAPITANGA;1153;426;0;12;0;123;40;0;0;7;490;32;6;0;11;0;0;0;0;0;1;5
BA;ITAQUARA;1329;614;0;44;0;180;21;0;0;11;404;15;15;0;11;10;0;0;0;0;1;3
BA;ITARANTIM;4074;1187;0;119;3;457;94;0;2;24;1980;94;13;0;64;20;0;0;0;0;3;14
BA;ITATIM;5856;1971;0;274;146;545;103;0;2;59;2067;388;47;0;115;119;0;1;0;0;1;18
BA;ITIRUCU;3343;1427;0;138;7;340;58;0;0;23;1104;173;27;0;30;11;0;0;0;0;0;5
BA;ITIUBA;8229;2852;0;186;17;704;119;0;8;72;3697;350;117;0;74;16;0;0;0;0;1;16
BA;ITORORO;4341;1787;0;109;3;482;133;0;3;42;1339;196;33;0;166;18;0;0;0;0;0;30
BA;ITUACU;5851;1746;0;254;17;901;76;0;0;100;2299;284;73;0;35;26;0;0;0;0;3;37
BA;ITUBERA;7214;2096;0;175;5;749;240;0;8;48;3215;480;55;0;75;4;0;0;0;1;2;61
BA;IUIU;2606;691;0;64;8;313;32;0;1;18;1373;38;22;0;15;26;0;0;0;0;0;5
BA;JABORANDI;2720;610;0;120;24;432;45;0;1;5;1286;48;36;0;39;60;0;0;0;0;0;14
BA;JACARACI;2874;1451;0;67;22;406;64;0;0;27;664;63;46;0;14;33;0;0;0;0;0;17
BA;JACOBINA;38600;14297;0;976;87;4007;828;0;69;214;14748;1963;381;0;604;102;11;4;0;1;29;279
BA;JAGUAQUARA;17143;5756;0;775;83;1990;421;0;5;83;6876;618;127;0;179;123;0;2;0;1;7;97
BA;JAGUARARI;10626;4194;0;406;24;1189;283;0;23;122;3549;446;121;0;154;50;1;1;0;1;6;56
BA;JAGUARIPE;2583;802;0;74;1;273;100;0;8;45;1174;24;52;0;23;1;0;0;0;0;2;4
BA;JANDAIRA;1144;355;0;51;7;87;24;0;4;8;514;29;20;0;30;4;0;0;0;0;0;11
BA;JEQUIE;81002;26966;0;2243;364;6353;1970;0;59;271;30053;10306;431;0;743;531;78;1;0;1;81;551
BA;JEREMOABO;11524;2970;0;139;16;811;123;0;15;43;6676;446;75;0;149;25;0;1;0;0;5;30
BA;JIQUIRICA;4618;1420;0;73;4;468;79;0;1;47;2303;152;30;0;26;3;0;0;0;0;1;11
BA;JITAUNA;2655;965;0;52;3;282;68;0;1;25;1047;139;37;0;20;0;0;0;0;0;0;16
BA;JOAO DOURADO;6881;3073;0;237;6;741;73;0;1;73;2361;143;61;0;44;9;3;1;0;0;7;48
BA;JUAZEIRO;128335;45697;0;3717;397;13003;2655;3;1035;1287;49368;5413;1580;0;2288;637;15;46;0;1;47;1146
BA;JUCURUCU;1963;401;0;29;1;189;25;0;0;6;1245;39;10;0;5;3;0;0;0;1;1;8
BA;JUSSARA;4305;1585;0;96;3;435;45;0;1;33;1956;84;28;0;18;1;0;0;0;0;2;18
BA;JUSSARI;1109;390;0;22;0;128;13;0;1;2;490;39;4;0;18;0;0;0;0;0;0;2
BA;JUSSIAPE;2761;743;0;80;2;366;37;0;0;38;1397;38;35;0;8;2;0;0;0;0;0;15
BA;LAFAIETE COUTINHO;867;272;0;39;2;102;9;0;0;4;380;31;11;0;8;4;0;0;0;0;1;4
BA;LAGEDO DO TABOCAL;1711;692;0;66;3;186;24;0;0;9;659;37;16;0;12;0;0;0;0;0;1;6
BA;LAGOA REAL;2816;1232;0;146;15;580;54;0;1;36;614;40;44;0;26;19;0;0;0;0;1;8
BA;LAJE;6390;1735;0;238;7;566;170;0;7;125;3132;249;56;0;79;8;0;0;0;0;0;18
BA;LAJEDAO;1073;487;0;11;4;123;20;0;1;4;295;38;16;0;52;7;0;1;0;0;0;14
BA;LAJEDINHO;662;230;0;24;2;85;11;0;0;11;240;36;18;0;4;0;0;0;0;0;0;1
BA;LAMARAO;1285;417;0;15;1;60;63;0;0;18;624;34;9;0;37;2;0;0;0;0;0;5
BA;LAPAO;6812;2946;0;214;13;623;66;3;2;22;2615;123;65;0;65;15;0;0;0;0;1;39
BA;LAURO DE FREITAS;96651;50691;0;2702;370;9439;5564;1;646;552;17292;2574;890;0;2488;555;12;24;0;15;87;2749
BA;LENCOIS;3416;975;0;59;9;240;103;0;1;30;1753;131;6;0;53;10;1;0;0;0;6;39
BA;LICINIO DE ALMEIDA;3590;1609;0;131;11;479;47;0;1;30;1095;109;26;0;20;9;0;0;0;0;1;22
BA;LIVRAMENTO DE NOSSA SENHORA;22409;5957;0;672;66;2492;278;0;12;89;11843;460;171;0;92;91;0;1;0;0;20;165
BA;LUIS EDUARDO MAGALHAES;79167;23931;0;3055;3926;10804;1868;0;232;216;15860;5961;428;0;3659;7371;21;24;0;18;47;1746
BA;MACAJUBA;1962;679;0;45;2;205;24;0;1;38;812;88;54;0;8;3;0;0;0;0;1;2
BA;MACARANI;4119;1387;0;100;2;389;72;0;1;16;2032;47;20;0;36;4;0;0;0;1;0;12
BA;MACAUBAS;15612;4630;0;339;50;1672;196;0;9;60;7018;1129;299;0;64;56;0;2;0;0;1;87
BA;MACURURE;976;344;0;40;2;156;13;0;0;6;360;12;15;0;13;1;0;0;0;0;0;14
BA;MADRE DE DEUS;4256;1997;0;120;90;347;194;0;38;58;662;389;62;0;109;134;0;0;0;1;3;52
BA;MAETINGA;1345;605;0;60;5;185;15;0;0;17;386;40;17;0;10;4;0;0;0;0;0;1
BA;MAIQUINIQUE;2033;623;0;58;1;283;44;0;1;14;926;20;20;0;26;0;0;0;0;0;6;11
BA;MAIRI;3854;1563;0;108;3;467;86;0;2;39;1406;53;50;0;62;4;0;0;0;0;0;11
BA;MALHADA;3231;834;0;50;2;302;27;0;1;33;1845;75;29;0;18;3;0;0;0;0;3;9
BA;MALHADA DE PEDRAS;3064;1095;0;112;52;276;28;0;0;58;1200;81;48;0;20;82;0;0;0;0;0;12
BA;MANOEL VITORINO;2301;882;0;84;42;310;86;0;1;30;691;80;26;0;14;39;0;0;0;0;1;15
BA;MANSIDAO;841;267;0;25;2;155;28;0;0;1;325;17;10;0;3;2;0;1;0;0;0;5
BA;MARACAS;8592;3379;0;328;29;1126;195;0;2;62;2915;302;92;0;81;36;0;0;0;1;3;41
BA;MARAGOGIPE;8170;2780;0;199;8;488;165;0;4;60;4058;140;151;0;76;9;0;0;0;0;2;30
BA;MARAU;2385;504;0;75;12;291;119;0;0;10;1208;43;14;0;30;7;0;1;0;0;0;71
BA;MARCIONILIO SOUZA;1970;810;0;46;2;237;39;0;1;33;698;60;20;0;18;2;0;0;0;0;0;4
BA;MASCOTE;1947;740;0;68;7;223;34;0;2;10;711;60;15;0;56;17;0;0;0;0;1;3
BA;MATA DE SAO JOAO;14059;5698;0;343;36;988;392;0;160;106;4648;793;188;0;324;186;0;3;0;15;37;142
BA;MATINA;2095;881;0;31;0;279;12;0;0;29;720;66;62;0;7;1;0;0;0;0;0;7
BA;MEDEIROS NETO;8109;2800;0;169;42;805;160;0;30;36;3138;520;94;0;203;39;3;0;0;1;3;66
BA;MIGUEL CALMON;7008;2789;0;122;3;923;140;0;7;70;2563;218;62;0;87;4;3;0;0;0;1;16
BA;MILAGRES;3215;1389;0;186;32;263;68;0;7;18;946;158;30;0;62;38;0;1;0;0;2;15
BA;MIRANGABA;3041;967;0;82;1;365;51;0;4;23;1408;38;67;0;26;3;0;0;0;0;1;5
BA;MIRANTE;1530;515;0;89;12;264;41;0;0;45;496;19;32;0;4;8;0;0;0;0;0;5
BA;MONTE SANTO;10293;4235;0;410;20;1371;182;0;2;110;3273;312;228;0;69;24;0;0;0;0;3;54
BA;MORPARA;897;274;0;25;2;202;38;0;1;25;273;37;10;0;6;2;0;0;0;0;0;2
BA;MORRO DO CHAPEU;7808;3949;0;250;11;1023;203;0;5;86;1828;225;46;0;113;14;2;3;0;0;3;47
BA;MORTUGABA;3499;1664;0;104;14;463;58;0;2;10;1005;69;35;0;15;20;0;0;0;0;0;40
BA;MUCUGE;4207;1650;0;137;30;712;128;0;1;49;1180;70;99;0;57;48;0;2;0;0;2;42
BA;MUCURI;10781;4265;0;229;235;866;205;0;23;71;2384;916;102;0;358;1043;0;3;0;1;7;73
BA;MULUNGU DO MORRO;2407;1101;0;107;13;314;22;0;0;16;727;36;22;0;13;26;0;0;0;0;0;10
